0,75,1
0,99,1
0,48,1
0,18,1
0,44,1
0,95,1
0,17,1
1,79,1
1,4,1
1,99,1
1,28,1
1,48,1
1,17,1
2,75,1
2,4,1
2,99,1
2,48,1
2,28,1
2,67,1
2,60,1
2,17,1
3,16,1
3,99,1
3,48,1
3,47,1
3,75,1
3,17,1
3,67,1
4,99,1
4,17,1
4,48,1
4,67,1
4,76,1
4,75,1
5,44,1
5,40,1
5,43,1
5,99,1
5,37,1
5,34,1
5,60,1
5,57,1
6,85,1
6,99,1
6,48,1
6,17,1
6,75,1
7,76,1
7,17,1
7,28,1
7,67,1
7,37,1
7,34,1
7,64,1
7,99,1
7,48,1
7,7,1
7,86,1
8,37,1
8,34,1
8,95,1
8,45,1
8,99,1
8,86,1
9,4,1
9,99,1
9,17,1
9,28,1
9,75,1
10,75,1
10,17,1
10,99,1
10,86,1
10,44,1
10,35,1
10,68,1
11,45,1
11,99,1
11,52,1
11,78,1
11,31,1
11,75,1
12,76,1
12,48,1
12,99,1
12,17,1
12,75,1
13,44,1
13,47,1
13,99,1
13,48,1
13,17,1
13,95,1
14,75,1
14,99,1
14,48,1
14,30,1
14,17,1
14,44,1
14,95,1
15,48,1
15,86,1
15,99,1
15,67,1
15,44,1
15,89,1
15,95,1
15,4,1
15,75,1
15,28,1
15,17,1
16,39,1
16,48,1
16,17,1
17,75,1
17,44,1
17,17,1
17,99,1
17,16,1
17,68,1
17,95,1
17,97,1
17,84,1
18,75,1
18,63,1
18,60,1
18,86,1
18,16,1
18,28,1
18,40,1
18,67,1
18,48,1
19,4,1
19,99,1
19,28,1
19,67,1
19,16,1
19,48,1
19,17,1
19,75,1
20,63,1
20,47,1
20,99,1
20,44,1
20,61,1
20,48,1
20,95,1
20,86,1
20,75,1
20,28,1
20,67,1
21,48,1
21,99,1
21,86,1
21,17,1
21,44,1
21,95,1
22,76,1
22,60,1
22,99,1
22,48,1
22,7,1
22,8,1
22,17,1
22,18,1
22,67,1
23,4,1
23,60,1
23,34,1
23,48,1
23,68,1
23,16,1
23,67,1
23,86,1
23,17,1
23,97,1
24,78,1
24,75,1
24,17,1
24,31,1
24,86,1
24,34,1
24,48,1
24,99,1
24,44,1
25,99,1
25,37,1
25,34,1
25,91,1
25,17,1
25,48,1
25,7,1
25,86,1
25,57,1
26,75,1
26,87,1
26,44,1
26,86,1
26,16,1
26,78,1
27,33,1
27,77,1
27,99,1
27,86,1
27,37,1
27,64,1
27,46,1
27,17,1
27,95,1
27,45,1
27,79,1
28,48,1
28,7,1
28,86,1
28,99,1
28,88,1
28,64,1
28,4,1
28,28,1
28,67,1
28,16,1
28,17,1
28,34,1
29,48,1
29,86,1
29,99,1
29,57,1
29,75,1
29,28,1
30,48,1
30,99,1
30,86,1
30,38,1
30,97,1
30,17,1
30,44,1
30,2,1
31,48,1
31,99,1
31,7,1
31,64,1
31,17,1
31,16,1
31,37,1
31,34,1
31,76,1
31,13,1
31,60,1
31,92,1
31,67,1
32,17,1
32,99,1
32,30,1
32,95,1
32,44,1
32,79,1
33,84,1
33,34,1
33,48,1
33,99,1
33,60,1
33,43,1
33,97,1
33,75,1
34,99,1
34,16,1
34,48,1
34,86,1
34,57,1
34,44,1
34,95,1
34,75,1
35,4,1
35,99,1
35,48,1
35,28,1
35,34,1
35,68,1
35,16,1
35,7,1
35,8,1
35,17,1
36,44,1
36,99,1
36,48,1
36,16,1
36,17,1
36,87,1
36,97,1
36,75,1
37,88,1
37,48,1
37,86,1
37,34,1
37,44,1
37,99,1
37,16,1
37,17,1
37,87,1
37,97,1
38,17,1
38,44,1
38,30,1
38,99,1
38,47,1
38,95,1
38,75,1
39,75,1
39,83,1
39,16,1
39,86,1
39,28,1
39,51,1
39,65,1
39,44,1
39,47,1
40,44,1
40,48,1
40,99,1
40,16,1
40,17,1
40,87,1
40,97,1
40,75,1
41,48,1
41,88,1
41,86,1
41,7,1
41,34,1
42,64,1
42,31,1
42,44,1
42,95,1
42,48,1
42,61,1
42,99,1
42,67,1
43,44,1
43,99,1
43,86,1
43,35,1
43,17,1
43,95,1
43,31,1
43,68,1
43,87,1
43,75,1
44,63,1
44,44,1
44,99,1
44,48,1
44,86,1
44,61,1
44,47,1
44,95,1
44,75,1
44,67,1
45,63,1
45,99,1
45,48,1
45,28,1
45,40,1
45,60,1
45,86,1
45,67,1
45,17,1
45,75,1
46,44,1
46,99,1
46,28,1
46,95,1
46,86,1
46,64,1
46,75,1
47,48,1
47,86,1
47,96,1
47,64,1
48,78,1
48,28,1
48,99,1
48,17,1
49,48,1
49,86,1
49,99,1
49,44,1
49,89,1
49,95,1
49,67,1
49,4,1
49,17,1
49,75,1
50,48,1
50,99,1
50,86,1
50,7,1
50,88,1
50,46,1
51,44,1
51,35,1
51,16,1
51,31,1
51,68,1
51,17,1
51,86,1
51,75,1
52,79,1
52,99,1
52,37,1
52,64,1
52,60,1
52,46,1
52,17,1
52,43,1
52,89,1
53,99,1
53,48,1
53,17,1
53,44,1
53,95,1
53,64,1
53,31,1
53,75,1
54,44,1
54,64,1
54,95,1
54,99,1
54,86,1
54,75,1
55,48,1
55,3,1
55,99,1
55,17,1
55,2,1
55,39,1
55,40,1
55,44,1
55,16,1
55,28,1
55,4,1
56,34,1
56,88,1
56,14,1
56,86,1
56,7,1
57,99,1
57,48,1
57,37,1
57,30,1
57,34,1
57,17,1
57,44,1
57,47,1
57,31,1
57,78,1
57,95,1
57,75,1
58,17,1
58,48,1
58,99,1
58,7,1
58,86,1
58,64,1
58,95,1
58,76,1
59,39,1
59,17,1
59,48,1
60,79,1
60,17,1
60,99,1
60,46,1
60,48,1
60,86,1
60,64,1
60,43,1
60,60,1
60,45,1
